   ,Water depth,Env. condition,Mooring config,Direction,Misalignment,"Max A1, single"  ,"Max A2, single"  ,"Max A3, single"  ,Max shared mooring,Dir shared mooring,Max shared mooring 2 anchors,"Max A1,T1 shared","Max A2,T2 shared","Max A3,T3 shared",Sequence runs T2,Sequence runs T3
75 ,140        ,DLC1.6        ,catenary      ,30       ,-8          ,494302.00269174104,3915217.315830207 ,1030984.7650907366,3108143.1445199433,128.77349533540595,3663368.833028797           ,569145.9802432734 ,3914631.6462161164,1116567.5031568776,612345          ,316542
76 ,140        ,DLC1.6        ,catenary      ,30       ,0           ,449430.67651805846,3703771.17559432  ,1166788.9843102617,3006040.0532943066,127.05392197483373,3477427.9572629235          ,506474.7471399089 ,3702892.094819019 ,932734.6564843312 ,364521          ,516342
77 ,140        ,DLC1.6        ,catenary      ,30       ,8           ,445482.8257378642 ,3478427.552168973 ,1298332.4982803091,2639483.8624895136,130.4960812477991 ,3218679.3344047125          ,605501.7399140189 ,3478427.552168973 ,1160716.656936289 ,256314          ,452361
78 ,140        ,DLC1.6        ,catenary      ,60       ,-8          ,689061.3108503522 ,3863286.4896990475,684369.9626557642 ,3137135.610191818 ,115.48407026494613,3594001.1282189             ,838128.6468816315 ,3822915.789757461 ,552910.3032700468 ,261534          ,456231
79 ,140        ,DLC1.6        ,catenary      ,60       ,0           ,625266.4915600019 ,4059050.790337522 ,778935.5671938838 ,3334626.6827782914,119.29760631475212,3757696.490296973           ,746754.5516542869 ,4057529.4871462127,699552.1955184734 ,356241          ,264531
80 ,140        ,DLC1.6        ,catenary      ,60       ,8           ,578436.811870901  ,4212102.345064633 ,826521.0496690342 ,3404213.71226191  ,121.76353453665632,3892030.2476294753          ,749015.865516127  ,4212102.345064633 ,869986.2180455116 ,342615          ,645321
81 ,140        ,SLC           ,catenary      ,0        ,-8          ,558805.7661101348 ,1257446.7098239502,2689621.5503305574,1773711.1476037637,233.42909438935862,2383170.39597548            ,798816.321254852  ,1033186.5476569744,2678061.0767115387,634512          ,635142
82 ,140        ,SLC           ,catenary      ,0        ,0           ,576408.987717084  ,1652218.3186113   ,1890034.9340690945,868374.0558256833 ,206.23259638212673,1711737.405515443           ,889209.619844117  ,1446539.7721461523,1889754.7600171221,614532          ,231645
83 ,140        ,SLC           ,catenary      ,0        ,8           ,566283.7952855692 ,2541345.503647183 ,1289062.5408220943,1558421.0448887113,124.77619717570538,2227041.398513046           ,903421.1303073909 ,2531347.66894408  ,1053255.2391804205,314265          ,516234
84 ,140        ,SLC           ,catenary      ,30       ,-8          ,616299.7131727132 ,1255220.6669587796,2109557.0767605486,1217371.0778660954,217.5050421774388 ,1857972.308507325           ,715488.0137230447 ,1253311.4560924175,2109144.9504358196,316524          ,316524
85 ,140        ,SLC           ,catenary      ,30       ,0           ,741842.2261944824 ,2252280.3631178467,1109430.1769098437,1174850.4451514278,126.16066563259758,1951095.9243230738          ,971974.2420894501 ,2212832.806986812 ,1117560.3031343166,416523          ,615234
86 ,140        ,SLC           ,catenary      ,30       ,8           ,908098.9842817516 ,2828457.236310923 ,771338.5200751086 ,1887189.4443292234,119.1785735096282 ,2497243.9446565285          ,945770.3124036315 ,2817145.634333096 ,914529.9501201558 ,254613          ,561234
87 ,140        ,SLC           ,catenary      ,60       ,-8          ,954536.57840332   ,2025478.3105729138,912066.0826624244 ,1151124.0947165734,120.91424622469111,1760432.5214206849          ,863883.0509340587 ,2025464.942685895 ,885091.7302908174 ,365124          ,345162
88 ,140        ,SLC           ,catenary      ,60       ,0           ,1179363.2555996922,2093511.7944884093,737137.0018223893 ,1172297.5232300977,110.43070301681932,1826527.7182550465          ,1050021.3671616232,2093490.8320043797,824989.6769801907 ,316524          ,215643
89 ,140        ,SLC           ,catenary      ,60       ,8           ,1654364.8193308834,2120659.087293911 ,543604.55652369   ,1366664.0107507794,87.92663874259095 ,1907852.4407587766          ,1381576.472926329 ,2120659.087293911 ,543604.55652369   ,462135          ,634215
90 ,145        ,DLC1.6        ,catenary      ,0        ,-8          ,330567.9399445269 ,3090213.3724542535,2312060.8635455705,2375379.7010515095,155.27396706311396,2927341.16030744            ,358655.12672778574,3089895.659651293 ,1942615.924594829 ,216345          ,246315
91 ,145        ,DLC1.6        ,catenary      ,0        ,0           ,294141.5607206909 ,2960748.404449291 ,2331539.173292177 ,2427255.773435687 ,182.70355115911806,2783064.4330846453          ,295677.0316666548 ,2654130.5104393647,2786331.802256228 ,261534          ,251364
92 ,145        ,DLC1.6        ,catenary      ,0        ,8           ,286514.0465039943 ,2612882.7680715066,3026713.2666943264,2395856.344053416 ,186.13590885119066,2871469.4027524395          ,314993.07181733474,2549272.3356722947,2844975.493892325 ,251643          ,651324
93 ,145        ,DLC1.6        ,catenary      ,30       ,-8          ,501857.966901623  ,3913973.2293169275,1072897.1450342836,3209524.707934142 ,125.56210703632092,3674501.9775754292          ,539392.0563267114 ,3913408.783677587 ,898598.7806346171 ,532614          ,461235
94 ,145        ,DLC1.6        ,catenary      ,30       ,0           ,468346.67896898853,3713799.6510883425,1203731.919496289 ,2851546.819109738 ,127.95659805601079,3430712.5991731514          ,661170.9109233317 ,3713157.868992286 ,1116953.67827173  ,234615          ,214563
95 ,145        ,DLC1.6        ,catenary      ,30       ,8           ,441623.9945892078 ,3481392.059127559 ,1330720.4784907985,2653524.6107125543,125.64780372434348,3190680.3366338317          ,686518.1929837816 ,3477931.9731747964,988058.8751944932 ,415362          ,634125
96 ,145        ,DLC1.6        ,catenary      ,60       ,-8          ,1050194.6378676002,3809318.4958967585,540101.9814670709 ,3053113.8624463975,115.8358249900359 ,3533800.5599000603          ,891305.9073941787 ,3808360.8579808758,635308.063975204  ,265143          ,654213
97 ,145        ,DLC1.6        ,catenary      ,60       ,0           ,653712.8315336206 ,4076401.3399959547,758227.6525442412 ,3249323.3165252227,117.17451639357563,3761673.678976494           ,923154.3246402489 ,4076052.0332308393,738203.4387608082 ,541263          ,431562
98 ,145        ,DLC1.6        ,catenary      ,60       ,8           ,598632.9862531553 ,4109887.5134491045,850460.4380613923 ,3381205.650921856 ,121.87773306092996,3776689.4897894445          ,593822.0801079696 ,4037177.4092156626,721752.678168788  ,612534          ,642135
99 ,145        ,SLC           ,catenary      ,0        ,-8          ,581624.8070467758 ,1281101.3148375629,2696951.8454717253,1643949.2176337696,234.69113507101235,2366570.0825842656          ,962627.6290940113 ,1138264.3026525935,2687343.289878275 ,652341          ,231564
100,145        ,SLC           ,catenary      ,0        ,0           ,596220.8688721237 ,1673620.0323673643,1915298.2898449902,936223.948595452  ,221.06121125801587,1676944.9593076352          ,854038.4683230307 ,1204904.4093400117,1915013.702362382 ,564123          ,645123
101,145        ,SLC           ,catenary      ,0        ,8           ,614143.2906375523 ,2534680.3545810375,1331069.017351705 ,1558554.7909002188,136.64797016239675,2246083.665305745           ,771926.5001161608 ,2522944.854382441 ,1287513.3543725729,354261          ,451632
102,145        ,SLC           ,catenary      ,30       ,-8          ,637936.3149262504 ,1293272.1370450663,2130040.721806109 ,1149423.4378220884,212.66414426343732,1860101.0544434628          ,722682.7757577557 ,1332158.7025674456,2048488.1024615895,435612          ,315642
