,Dec
938,1.7537033557891846
939,1.58799409866333
940,1.4523509740829468
941,1.3457884788513184
942,1.258349895477295
943,1.1852052211761475
944,1.1355218887329102
945,1.109694480895996
946,1.0920491218566895
947,1.0791354179382324
948,1.0692775249481201
949,1.058631181716919
950,1.1079201698303223
951,1.085740089416504
952,1.0524208545684814
953,1.0112152099609375
954,0.9681367874145508
955,0.9278185367584229
956,0.8946962356567383
957,0.8691647052764893
958,0.8601939678192139
959,0.845111608505249
960,0.8342680931091309
961,0.8379154205322266
962,0.8556594848632812
963,0.8948934078216553
964,0.9750373363494873
965,1.097273826599121
966,1.2792484760284424
967,1.516032338142395
968,1.7587308883666992
969,1.9364666938781738
970,2.0216379165649414
971,2.0750670433044434
972,2.117159843444824
973,2.135100841522217
974,2.1165683269500732
975,2.064420700073242
976,1.9715603590011597
977,1.879685878753662
978,1.8330585956573486
979,1.8362129926681519
980,1.8722925186157227
981,1.928580403327942
982,1.9515490531921387
983,1.993740439414978
984,2.026468276977539
985,2.0613646507263184
986,2.081770420074463
987,2.0604777336120605
988,2.0099072456359863
989,1.9279890060424805
990,1.8298054933547974
991,1.7311290502548218
992,1.643099069595337
993,1.5697572231292725
994,1.495232343673706
995,1.4451547861099243
996,1.4122298955917358
997,1.3949787616729736
998,1.3876839876174927
999,1.388275384902954
1000,1.3990204334259033
1001,1.4391416311264038
1002,1.495232343673706
1003,1.5633496046066284
1004,1.6410290002822876
1005,1.6981054544448853
1006,1.7377338409423828
1007,1.734382152557373
1008,1.689627766609192
1009,1.6251579523086548
1010,1.5366350412368774
1011,1.5052872896194458
1012,1.4066108465194702
1013,1.3131592273712158
1014,1.2279880046844482
1015,1.1539559364318848
1016,1.097175121307373
1017,1.0665173530578613
1018,1.0501534938812256
1019,1.0639543533325195
1020,1.1092016696929932
1021,1.1544487476348877
1022,1.1719956398010254
1023,1.1462669372558594
1024,1.1082158088684082
1025,1.0770652294158936
1026,1.057645320892334
1027,1.0481820106506348
1028,1.0414786338806152
1029,1.044633150100708
1030,1.0471961498260498
1031,1.057842493057251
1032,1.084754228591919
1033,1.1217210292816162
1034,1.151491403579712
1035,1.1597721576690674
1036,1.151392936706543
1037,1.1339447498321533
1038,1.1142292022705078
1039,1.098653793334961
1040,1.0890917778015137
1041,1.0892889499664307
1042,1.0733191967010498
1043,1.0887961387634277
1044,1.1431124210357666
1045,1.2808256149291992
1046,1.4051322937011719
1047,1.5055830478668213
1048,1.5797135829925537
1049,1.6539427042007446
1050,1.7306362390518188
1051,1.8068368434906006
1052,1.8815587759017944
1053,1.9379453659057617
1054,1.9893044233322144
1055,2.0207507610321045
1056,2.0221309661865234
1057,1.9961062669754028
1058,1.932917833328247
